mensagem;sentimento
Só eu que amo essa Nayane? 🤔;positivo
Só eu que canto ""eu sou u dogras você n é o dogras"" toda vez que chamam o @MChefDouglas?  ahhahaha";neutro
Só eu que fico incomodado com esse remendo na bancada da Ana Maria ?!! ;negativo
Só eu que gosto do Leonardo? Agora a Miriam, só por Deus. Ô mulherzinha arrogante. ;negativo
Só eu que não assisto ? 👀;neutro
Só eu que quero ver a Mirian fora do  ???;negativo
Só eu que sinto uma certa falsidade na #Mirian torcendo?   @masterchefbr;negativo
Só eu sonho em tenho uma mise en place sempre prontinha toda a vez q vou cozinhar??? Quero uma igual do Raul toda a vida ;positivo
Só falta a Mirian sair pra completar o melhor episódio rsrsrsrs  ;positivo
Só faltou a peruca do Danilo na foto pra ficar igual a foto do AeT 😂😂😂😂😂 ;positivo
Só fera ja passou na praça ;positivo
Só gata aparecendo no  hoje !!! Rafa Brites , Viviane pasmanter , Letícia Colin , Agatha Moreira e Marcela Monteiro ❤;positivo
Só hoje pude assistir,mas enfim descobri de quem era o bendito dedo q aparecia todo programa 😂 Quase mata nos do❤️@MChefVitorB ;neutro
Só intelectual discutindo a corrupção no Brasil! Kkkkkkkkk ;negativo
Só me resta torcer pra Yuko e pra Ana Luiza 🙌🏼🙌🏼🙌🏼🙌🏼 ;positivo
Só mesmo os maquiadores da globo pra fazer a gatissima da Viviané Pasmanter ficar feia. Parabéns  ;negativo
Só mostraram a Sophia com o Joaquim no  porque com Otaviano não rola química. Otaviano é forçado com ela ;negativo
só não gosto do horário que termina ;negativo
Só no  mesmo, pra pessoa falar que farinha ""tal"" da muito peido. Kkkkkkk";negativo
Só no aguardo da minha linda @analidialopess @EDeCasa_  #AnaLidiaLopes;positivo
Só o jeito q o  faz os Merchans tem mais graça q certos programas ai;positivo
Só o Sport pra fazer eu assistir o ;negativo
Só pelo comentário sobre a Ana Luiza, Leonardo ultrapassou a Mirian e se tornou meu fav pra sair... ;negativo
Só pisão hoje no ;negativo
Só quem salva esse programa é o Dr. Fernando Gomes Pinto 💖 ;positivo
Só queria deixar o registro aqui que assistirei  comendo alguns pedaços de bolo red Velvet. Chorem no meu sucesso!;neutro
Só quero que  acabe pra eu ir dormir kk;negativo
Só sai Miriam ;neutro
Só tem mulher maravilhosa hoje! ;positivo
Só tenho que agradecer ao universo pela imensa graça de existir o grupo É o Tchan. 3 ;positivo
Só um artista com a sensibilidade do Miguel Falabella poderia apresentar um quadro como #MemóriaNacional! Parabéns! ;positivo
Só uma coisa a falar sobre o  Charlie Hunnam homão da porraaaa ;positivo
Só uma coisa: eu gosto muito desse programa !  @masterchefbr;positivo
Só uma grande atriz como Viviane Pasmanter poderia fazer cenas tão bonitas mesmo feia! ;positivo
só você que tem PTM querido ;negativo
Só vou assistir esse  de lei e ir dormir porque tô precisando;neutro
Só VRÁ hj no ;neutro
SAAAAULOOOOO❤ #édecasa;positivo
Sabe de quem deu saudade? Do @MChef_Martin ;negativo
Sabe esse alguém perfeito que você tanto espera? Eu era....🎶  ;neutro
Sabe o que eu tenho que fazer amanhã? Acordar as seis pra ir pro estágio escolar. Sabe o que eu tô fazendo? Vendo ;neutro
Sabe porque existem pessoas burras no mundo? Porque perdem 2 horas assistindo pessoas cozinhando no ;negativo
Sabem Porque Monica Iozzi e Otaviano Costa davam certo no  ? Porque ela tomava conta e ele não tinha espaço pra ser baba ovo.;negativo
sabia q o Leonardo gostava de uma sopa de piroca kkkk ;neutro
Sacolé na minha cidade é laranjinha ;neutro
Sai Volta #TvGlobinhoQuem apoia?#SextaDetremuraSDV;negativo
SAI LOGO MIRIAAANN ;negativo
SAI MIRIAN VOLTA VITOR;negativo
sai miriannunca te pedi nada ;negativo
Saiu  agora eu vou assistir primeiro , depois se der tempo eu durmo um pouco;neutro
Saiu, mas saiu ahazando. ;positivo
Salivei nessa massa 😋🍝🐟 ;positivo
Samba é algo maravilhoso. ;positivo
Samurai quer sushi pra comer. ;neutro
Sandy  tem um tom de voz magnífico, ela consegue acompanhar o pai dela Xororó nas notas altas e agudos.;positivo
Sandy é muito princesa né ?! Se tivesse uma filha queira que fosse assim. 🙂;positivo
Sandy é tão linda, para que tudo isso de pó na cara? ;negativo
Sandy é uma pessoa maravilhosa. ;positivo
Sandy além de ser linda canta muito ;positivo
Sandy canta nova música: ""Respirar"" 🎶🎤😍 #SandyNoEncontro ";positivo
Sandy cantando Evidências é a melhor coisa q vc vai assistir hj (depois da vitória do Mengão, claro) ;positivo
Sandy causando logo no começo do  amo demais kkkkkk;positivo
SANDY coisa linda de deus te amo vem cá canta comigo te amo sim ;positivo
Sandy está mais linda a cada dia ;positivo
Sandy eu te amoo ;positivo
Sandy fofa ;positivo
Sandy Linda ;positivo
Sandy linda de doer! ;positivo
Sandy linda! ❤️ ;positivo
Sandy muito maravilhosa, que música linda Me espera 😭 ;positivo
Sandy muito minha namorada ;positivo
Sandy ta cantando Evidências pra melhor o dia de hj ;positivo
Sandy está demaiss linda a cada dia que passa. ;positivo
Sandy tem a voz tão limpa e afinadíssima que parece até o Cd rodando.Live perfeito. ;positivo
Sandy uma das vozes mais lindas que já vi, tem pra ninguém não ;positivo
Sandy, como que vc faz pra ter um rosto de 20 anos todo dia?? ;positivo
Sangue, tripas e cérebros. Podia ser The Walking Dead mas foi  de ontem;neutro
Santoro falando da Mel e da filhinha deles 😍 ;positivo
Santoro no  está muito legal!! Ele pode ter fama de chatinho, mas tem conteúdo...;positivo
santoro você não viu a mel nessa praça descobrindo a internet? ;neutro
sapão do masterchef vai rodar hoje ;negativo
Sardinha é osso mermo táloko! ;neutro
Sardinha boa são as que minha mãe faz aqui em casa! ;positivo
Sardinha de lata na torrada e pans! está demaisnto! ;neutro
Sardinha em lata + Maionese + cebola picada = melhor prato ;positivo
Sardinha em lata na minha casa é tipo, esqueço de comprar arroz, mas não esqueço a sardinha kkkk. Essa belezinha com ovo, humm ;positivo
Sardinha tem espinha pra caramba cara ;negativo
Sardinha, meu prato preferido quando não sabia cozinhar, jogava um pouco de arroz na lata msm e esquentava ❤ ;positivo
Sardinhada 😂😂😂😂😂😂😂 ;neutro
Sardinhada 😂😂😂😂😂😂😂 ;neutro
sardinhada kkkkkkkkkkkkkkkkkkkkkkkk te amo yuko ;positivo
SARDINHADAAAA KKKKKKKK ;negativo
"Saudade do Nerso ""se pega eu mato ele ""😂😂😂😂";neutro
Saudades da @LuceroMexico no Brasil.😭😍 ;negativo
Saudades da @mari_palma  #G1Em1Minuto;negativo
Saudades da nossa eterna #HebeGracinha  parabéns @axexeo pela iniciativa da biografia!;positivo
"Saudades do ""Mestre mandou raiz"" só com o pessoal do The Noite mesmo e de vez em quando UMA participação  ";negativo
Saudades Hebe Camargo ;negativo
Saudades Ana Maria ;negativo
"Saulo cantando ""não precisa mudar"" é sempre um fofo. A gente canta junto até na borracharia. ";positivo
Saulo parece Marcelo Novaes ;neutro
SBT SP (07/05)#MundoDisney 5.9 5.2#Eliana 6.0#RodaARoda 7.7#SilvioSantos 9.4#ConexãoReporter 5.5;neutro
SBT SP (07/05)#MundoDisney 5.9 5.2#Eliana 6.0#RodaARoda 7.7#SilvioSantos 9.4#ConexãoReporter 5.5;neutro
SBT SP (14/05)#MundoDisney 4.5 4.2#Eliana 5.3#RodaARoda 7.7#SilvioSantos 9.0#ConexãoReporter 5.2;neutro
"Scrr!! Michel Teló falando ""segue o baile"" kkkkkk adorei isso! ";positivo
Sdds da Janete e da Valéria do #ZorraTotal! 😂😂😂 ;positivo
Sdds jackie boy ;negativo
Sdds Mari Palma ;negativo
Se a @PaolaCarosella é o date, ela fica para o café da manhã - eu te amo, @anapaulapadrao! ;positivo
Se a Aderlize estivesse na #EquipeAzul, esse seria o time perfeito. ;positivo
Se a Mirian ficar e o Douglas sair eu vou me revoltar num grau ;negativo
Se a Mirian sair vai fechar esse episódio lindo com chave de ouro ;positivo
Se a Mirian sair, quem nós vamos odiar??? ;negativo
Se a Paola é o date ela fica pro café da manhã ólhã ;positivo
Se a Paola me olhasse assim eu já estava com a vida ganha;positivo
se a Yuko sair é o fim dos memes nessa temporada ;negativo
Se a Yuko sair hoje eu infelizmente não vou poder mais assistir ;negativo
Se a Yuko sair, perde toda a graça do programa ;negativo
Se alguém me fala que é termogênico, eu devolvo o prato na hora ;negativo
se deus quiser meu amor @MChefVitorB vai voltar na repescagem ;neutro
Se ela trabalha o problema é dela, ela que contrate uma empregada VC TA LOUCO DE DROGA MEU QUERIDO? ;negativo
Se eles falarem de SOA eu vo morre ;negativo
Se eliminarem o Vitor e deixarem a Mirian eu vou fazer panelaço ;negativo
Se essa menina não imita a Claudia Raia, ela é muito parecida ;neutro
Se esse frango da equipe azul deu certo (cozinho e ainda está gostoso) eles realmente sabem fazer milagre ;positivo
se esse prato do vitor b fosse num masterchef us com o joe de jurado o prato tinha ido pro lixo ;negativo
se esse thiago castanho olha assim pra mim eu fico até nervoso ;positivo
Se eu fosse aquela garotinha, ja estaria me jogando no colo da Sandy  #SandyNoEncontro;positivo
Se eu sei que no finaaaaal fica tudo beeeeem 🎶 ;neutro
Se eu sou lutadora já quero meu prato bem cheio ;neutro
Se eu tô chorando??? Claro que tô... o  pra mim acabou... vocês farão falta @MChefVitorB @MChefDouglas  😢;negativo
Se eu tiver um filho homem eu vou educá-lo para não se tornar um Eduardo machista do encontro ;negativo
Se eu tivesse 1000 vidas nesse mundo,não seria o bastante pra te amar mãe @EncontroFatima;positivo
Se eu to chorando aqui... estaria afogado nas minhas lágrimas se fosse o Serginho ;negativo
Se eu to chorando com essa homenagem a mãe do @oserginho? Tô e não é pouco. ;positivo
Se eu to no mezanino e vejo alguém se machucar tão feio lá embaixo eu acho que caio lá de cima de susto. ;neutro
se foci a abobora ja tinha começado  mas kd germana e licurgo?;negativo
Se for comparar, a Fátima quase sempre teve os cortes de cabelo parecidos com o da Celine Dion. Duas rainhas ❤ ;positivo
Se for pra me mandar nudes só com palavras então é melhor nem me mandar ;neutro
Se for pra ter filho e botar mais gente idiota pra destruir o mundo é melhor não ter mesmo viu? ;negativo
se for verdade essa história da Ana Luiza, nem vai me chocar, bem sonsinha elamerecido a eliminação, justo é justo! ;negativo
Se fosse eu ali sozinha com td esse povo olhando fixamente pra mim já teria deixado essas panela cair td no chão ;neutro
Se fosse minha mãe me daria um bicudo por debaixo da mesa, mas ngm merece comer um coisa que não gosta!;negativo
Se fosse wasabi eu também recusaria na hora. Se não gosto não como. ;positivo
Se hoje tivesse MasterChef, a Band ia colocar o episódio no ar depois da 0h. ;neutro
SE HOUVESSE MAIS ARTISTAS COMO GUILHERME ARANTES O MUNDO SERIA BEM MELHOR!  O PROBLEMA É Q MAIORIA CANTA A ESCURIDÃO! ;positivo
Se já não bastasse a Sophia Abrahão agora a Fátima Bernardes dando show no vídeo assim a tarde fica mais animada   é tudo;positivo
Se liguem no  que a maravilhosa @vanessadamata está demais💙;positivo
Se mexer com o Fabrizio eu vou atacar viu? ;positivo
Se minha mãe ver essa moda do unicórnio, com certeza ela vai querer comprar tudo.  🦄;neutro
se Moro não deixou Lula gravar depoimento, o jeito é ver ao vivo pelo @o_antagonista. :D #foraTEMER  #LulaEuConfio;neutro
Se o Dogras sair eu vou ficar troste ;negativo
se o douglas sair, eu não assisto mais o ESSA GAY É TUDO! 3;positivo
Se o Maluma é colombiano porque ele está demaisando em inglês? ;neutro
Se o Vitor sair eu choro/se o Vitor sair eu choro/se o Vitor sair eu choro /se o Vitor sair eu choro/ ;negativo
Se o Vitor sair eu desisto desse programa ;negativo
Se semana que vem a Mirina não sair, eu desisto desse programa  ;negativo
Se tem medo de vazar seus nudes, não façam nudes. Simples assim. ;neutro
Se tem um representante da minha religião que traduz tudo o que penso, esse homem é Fábio de Melo!! está demaisdo aula no ;positivo
Se tem uma coisa que a Yuko entende, isso é tempero  ;positivo
Se tiver uma repescagem no  eu realmente não sei quem se eu vou torcer pro @MChefVitorB @MChefAbel @MChefRoger @MChefCaroline 🤔;neutro
Se vc quiser eu vou te dar um amor desses de cinema...🎶 ;neutro
Se vc quiser eu vou ter dar um amor desses de cinemaa 😍🎶🎶🎵  #VanessadaMata;neutro
Se você quiser eu vou te dar um amor desses de cinema🎶 manda prx crush esse trecho ;neutro
se vocês não me notarem hoje eu choro está demaisMaiaraeMaraisa #MaiaraeMaraisaNoBial #MaiaraeMaraisaNoBial ;neutro
Se Yuko sair eu desisto desse programa hoje! ;negativo
Se Yuko sair eu desisto deste ;negativo
Segunda terça seguida sem poder ver , já estou tendo crise de abstinência!;negativo
segunda voz do marcos: MELHOR segunda voz. ;positivo
Segura Coração... @MalumaOficiaI  no   com Danilo  Meus liiiiiindos... 😍😍😍;positivo
Segura o Tchan, amarra o Tchan, segura o Tchan Tchan Tchan Tchan Tchan🎶 ;neutro
SEGURA O TCHAN,AMARRA O TCHAN ;neutro
SEGURA O TCHANAMARRA O TCHANAMORDAÇADA O TCHANSEQUESTRA O TCHAN;neutro
Seguraram a Mirian só pra polêmica. Me poupe ;negativo
SEJA muito odiada por todos os participantes numa semana, chore muito na proxima pra limpar sua barra ! ;neutro
Sem acreditar que o crush saiu 😪 ;negativo
Sem lindo! #FicaFabrizio ;positivo
semana passada a Yuko tava no pênis do boi, hoje ela está demais bolas de carne. ;neutro
Semana q vem o  vai ser TOPSTER!!;positivo
semana que vem é a chance de vários embustes saírem ;neutro
semana que vem prova em grupo com Miriam ;neutro
Semaninha punk!!! Ainda bem que hoje tem o  !;positivo
Sempre gostei de copiar o cabelo da Fátima;neutro
Sempre q como delícia de abacaxi na rua:Eu devia ganhar o prêmio do   só pela minha delícia de abacaxi.;neutro
Sempre q estou zappinando e cai em entrevista com @drauziovarella paro tudo que estou fazendo.Sempre trazendo ensinamentos ;positivo
Sempre q via a Maiara e Maraisa na propaganda do CD via uma mulher só e queria conhecer a outra. Aí descobri que são gêmeas ;neutro
sempre que eu vejo algo relacionado a campanha adote um pequeno torcedor do sport eu me emociono. ;neutro
Sempre soube que era a Vivi, desde as chamadas! Mas realmente já vi muita gente tentando descobrir quem era a atriz? ;positivo
Sensacional Danilo - fez as perguntas pontuais e necessárias pra esclarecer e informar!!! Vale a pena zumbizar amanhã!! ;positivo
Senti falta do Daglas hj kkkk ❤️ ;negativo
Sequência pra passar roupa? Eu uso roupa sem passar. Tenho sequência pra lavar louça Porque louça não dá pra usar sem lavar! ;neutro
Ser mãe não é facil e hoje podemos escolher ser ou não. Se tem duvida, melhor nao ser, Porque é pra sempre e mta responsabilidade ;neutro
Será como estão teus haters Danilo ? Hahaha ;neutro
Será gnt ta com cara do Nicholas Prattesss ;neutro
Será q a Miriam vai ficar mais hulmidona agora? ;neutro
Será q é pedir muito, Paola e Fogaça juntos na #Previa ? Haha ;neutro
Será que a dona Edite quer ser minha amiga? Hauaha ;neutro
Será que agora o Fabrizio sai?? 😍 ;neutro
Será que eu aguento até 0:30h pra ver o Maluma no ;neutro
será que existe simpatia pra tirar nota boa na escola? se tiver me passa Porque to precisando ;negativo
Será que na hora de se despedir da entrevista, a Paolla vai mandar beijo pro Otaviano e pro Joaquim também? HAHAHA Queria;neutro
Será que não vai rolar repescagem nessa edição do ? Heim, @BandTV?!;negativo
Será que o Léo ganha sua primeira prova em grupo? ;neutro
Será que os filhos da Fátima não manda nude???? ou recebe um????;neutro
Será que posso colocar a cerveja no freezer para assistir de camarote e tomando umas a saída da Miriam do  ?;neutro
Será que tem simpatia pra conquista o @Lopesjoca ?! ;neutro
serasse hj a Mirian sai???? ;negativo
Serginho me faz chorar demais 💔😢 ;negativo
Seria maravilhoso  curtir #SamAlves no   de @oserginho @RedeGlobo.;negativo
Seria muito pedir para passar  todos os dias?;positivo
sessão  😍;positivo
"Seu Odorico, fi do cão! Amancebado!"" 😂😂😂 ";positivo
Seu som foi até engraçado Otaviano 😂 ;positivo
Sexo, sangue, violência. Não é Game of Thrones, é  ;neutro
Sexta (12), as séries e Talk Show da GLOBO marcaram:#OsDiasEramAssim 16.4 7.5#Homeland 6.7;neutro
Sexta (12), os infantis e Talk Show do SBT marcaram:#MundoDisney 3.6#BomDiaECia 6.4#ClubeDoChaves 6.9 Danilo 3.3;neutro
SEXTA FEIRA JÁ COMEÇOU BEM ;positivo
shippo Joaquim  e Fátima rs ;neutro
Sienna tem um talento impressionante  ☺;positivo
Sigo e indico #SextaDetremuraSDV;positivo
Silêncio! Começou o  e hoje tem @SandyLeah! 💗;positivo
Silvia ganhou! Cenão épico de Duas Caras! ;negativo
Sim ! Durante período Militar as armas eram liberadas para cidadão. Hoje são liberadas pra Bandidos. ;negativo
